playerId,name,team,position,Overall_Talent_Rating,Offensive_Rate,xGD_OnIce_Per_100,I_F_takeaways_per60,games_played,icetime
8481609,Vladislav Kolyachonok,PIT,D,54.72,0.32,-24.80,0.79,175,54672.00
8482482,Adam Wilsby,NSH,D,54.65,0.14,-9.20,1.44,115,49952.00
8473507,Jeff Petry,DET,D,54.64,0.16,-1.00,1.15,220,99774.00
8479372,Joshua Mahura,SEA,D,54.63,0.14,-5.00,0.68,320,105640.00
8479980,Nicolas Hague,VGK,D,54.53,0.20,-18.40,0.93,340,138688.00
8482763,Fabian Lysell,BOS,R,54.52,0.52,5.80,0.74,60,19356.00
8479523,Lucas Carlsson,SJS,D,54.50,0.33,-12.20,1.43,65,30206.00
8478569,Noel Acciari,PIT,C,54.50,0.28,-4.00,0.77,395,130440.00
8477450,Jason Dickinson,CHI,C,54.50,0.38,-26.40,0.84,295,111150.00
8479378,Logan Stanley,WPG,D,54.43,0.13,-23.60,0.67,315,117812.00
8480798,Philipp Kurashev,CHI,C,54.39,0.44,-17.40,1.11,255,83962.00
8481019,David Gustafsson,WPG,C,54.38,0.37,-25.80,0.37,180,38796.00
8481703,Valtteri Puustinen,PIT,R,54.37,0.75,10.00,1.40,65,15432.00
8470600,Ryan Suter,STL,D,54.37,0.15,-7.40,0.56,410,191598.00
8483472,Maveric Lamoureux,UTA,D,54.36,0.25,-22.80,0.74,75,29024.00
8481161,Jake Christiansen,CBJ,D,54.36,0.15,-24.80,0.56,340,102326.00
8479977,Kailer Yamamoto,UTA,R,54.33,0.66,14.00,0.41,60,17442.00
8479022,Rodrigo Abols,PHI,C,54.31,0.47,-28.60,1.19,110,24262.00
8474166,Alec Martinez,CHI,D,54.28,0.22,-13.80,0.66,220,98886.00
8478450,Parker Wotherspoon,BOS,D,54.26,0.16,-17.00,0.91,275,118992.00
8484221,Calum Ritchie,COL,C,54.26,0.40,1.20,0.67,35,10736.00
8481122,Simon Benoit,TOR,D,54.25,0.10,-1.60,0.74,390,154874.00
8483406,Taylor Ward,LAK,R,54.23,2.42,-1.60,0.00,5,1784.00
8481726,Adam Edstrom,NYR,C,54.17,0.53,-27.60,0.89,255,56754.00
8480144,David Kampf,TOR,C,54.17,0.48,-18.00,1.39,295,87742.00
8481704,Juuso Parssinen,NYR,C,54.16,0.66,-10.40,0.47,240,60682.00
8477407,Anthony Duclair,NYI,L,54.16,0.53,-7.00,0.82,220,79420.00
8482726,Samuel Helenius,LAK,C,54.15,0.39,-7.20,0.55,250,51926.00
8481237,Kyle MacLean,NYI,C,54.10,0.30,0.00,0.89,405,96834.00
8474612,Travis Hamonic,OTT,D,54.09,0.06,-6.60,1.01,295,120834.00
8481563,Drew Helleson,ANA,D,54.06,0.31,-26.60,1.11,280,109880.00
8482177,Marat Khusnutdinov,BOS,C,54.06,0.30,-9.80,0.40,375,108766.00
8479985,Cale Fleury,SEA,D,54.06,0.00,12.00,1.67,70,21616.00
8475790,Erik Gudbranson,CBJ,D,54.00,0.08,-5.40,0.63,80,34120.00
8478585,Derek Ryan,EDM,C,53.97,0.25,-33.40,1.60,180,40418.00
8475906,John Klingberg,EDM,D,53.96,0.32,-14.40,0.32,55,22762.00
8475177,Calvin de Haan,NYR,D,53.93,0.14,-14.20,0.60,235,84452.00
8475197,Tyson Barrie,CGY,D,53.92,0.41,-9.80,0.58,65,24650.00
8473446,Erik Johnson,COL,D,53.91,0.14,-20.20,1.83,180,63020.00
8483447,Conor Geekie,TBL,C,53.90,0.60,-8.40,0.75,260,76910.00
8480880,Jakub Lauko,BOS,C,53.88,0.42,-18.80,0.60,280,71998.00
8482496,Nils Aman,VAN,C,53.88,0.30,-32.20,0.90,95,23904.00
8476918,Jimmy Vesey,COL,L,53.85,0.55,-17.00,0.92,215,54942.00
8483497,Jani Nyman,SEA,R,53.85,0.79,-10.00,0.71,60,20140.00
8480789,Oliver Wahlstrom,BOS,R,53.81,0.30,-8.80,0.68,215,52766.00
8479336,Carl Grundstrom,SJS,R,53.79,0.42,-18.40,0.56,280,64488.00
8475795,Dylan McIlrath,WSH,D,53.77,0.12,-5.80,0.91,85,23778.00
8480980,Connor Dewar,PIT,C,53.73,0.30,-5.80,0.65,240,66572.00
8484197,Oliver Moore,CHI,C,53.72,0.39,-19.40,0.49,45,14664.00
8477335,Kyle Burroughs,LAK,D,53.70,0.28,8.80,0.70,165,30960.00
8475181,Nick Leddy,STL,D,53.70,0.17,-28.80,1.14,155,69454.00
8484783,Artyom Levshunov,CHI,D,53.69,0.20,-11.20,0.66,90,43882.00
8479968,Vinni Lettieri,BOS,C,53.69,0.44,-10.20,1.71,130,42176.00
8479316,Luke Kunin,CBJ,C,53.69,0.45,-6.80,0.65,375,132214.00
8474715,Cam Atkinson,TBL,R,53.68,0.75,-11.40,0.51,195,42086.00
8479393,Noah Gregor,SJS,L,53.67,0.33,-2.40,0.73,260,69302.00
8482460,Matt Rempe,NYR,C,53.63,0.44,-33.40,0.67,210,42878.00
8484321,Nikolas Matinpalo,OTT,D,53.61,0.16,-11.20,0.93,205,62040.00
8482148,Hendrix Lapierre,WSH,C,53.60,0.27,-8.00,1.13,135,31740.00
8478854,Ryan Shea,PIT,D,53.59,0.22,-14.00,1.29,195,78278.00
8481056,Spencer Stastney,NSH,D,53.58,0.06,-9.20,0.81,115,44646.00
8481006,Tyler Tucker,STL,D,53.57,0.24,-17.40,1.41,190,66470.00
8483516,Jimmy Snuggerud,STL,R,53.55,1.00,-5.40,2.22,35,12992.00
8480887,Jordan Harris,CBJ,D,53.54,0.29,25.40,0.64,165,45094.00
8478468,Jeremy Lauzon,NSH,D,53.53,0.00,4.20,0.48,140,60384.00
8471817,Ryan Reaves,TOR,R,53.51,0.09,6.40,0.88,175,32762.00
8482896,Tyson Kozak,BUF,C,53.49,0.60,-9.80,0.54,105,26434.00
8478430,Oliver Kylington,ANA,D,53.49,0.57,-25.40,1.28,95,28032.00
8484136,Max Sasson,VAN,C,53.48,0.68,-10.40,1.20,145,35952.00
8478146,Matthew Highmore,OTT,C,53.46,0.31,-16.80,0.52,205,54932.00
8477938,Haydn Fleury,WPG,D,53.44,0.15,-28.20,0.29,195,74542.00
8477508,Curtis Lazar,NJD,C,53.43,0.24,-0.40,0.35,240,60866.00
8480172,Jan Rutta,SJS,D,53.42,0.17,-23.60,0.71,270,111820.00
8480074,Alexandre Texier,STL,C,53.39,0.81,-14.20,0.77,155,46454.00
8477018,Ben Hutton,VGK,D,53.39,0.16,-10.80,0.00,55,17468.00
8475279,Ben Chiarot,DET,D,53.37,0.18,-7.00,0.91,405,206378.00
8479772,Zack MacEwen,OTT,R,53.31,0.44,-8.40,1.10,105,19558.00
8471677,Jack Johnson,CBJ,D,53.30,0.09,-12.40,0.91,205,63336.00
8479026,Philippe Myers,TOR,D,53.29,0.12,-21.00,1.33,180,70114.00
8479359,Beck Malenstyn,BUF,L,53.28,0.33,-11.60,0.75,380,96042.00
8480845,Rasmus Kupari,WPG,C,53.21,0.42,-15.80,0.89,295,72636.00
8481732,Andre Lee,LAK,L,53.20,0.48,-10.20,1.38,95,20910.00
8482785,Justin Robidas,CAR,C,53.19,2.69,-28.80,0.00,10,2674.00
8477435,Ryan Graves,PIT,D,53.15,0.04,-11.80,1.18,305,109728.00
8482451,Mikael Pyyhtia,CBJ,L,53.13,0.38,-9.60,0.95,235,68242.00
8482088,Justin Sourdif,FLA,R,53.12,3.81,-14.80,0.00,5,1134.00
8481491,Noah Philp,EDM,C,53.12,0.18,-23.00,0.44,75,16336.00
8483466,Kevin Korchinski,CHI,D,53.10,0.13,-8.20,0.88,80,32812.00
8477401,John Hayden,SEA,C,53.06,0.35,-16.60,1.06,100,20420.00
8482634,Alex Steeves,TOR,C,53.03,0.52,-29.00,0.00,35,8308.00
8476858,Phillip Di Giuseppe,VAN,L,53.02,0.36,-28.60,0.26,100,27756.00
8478424,Jansen Harkins,ANA,C,53.02,0.14,-10.00,1.33,310,81300.00
8477971,Andreas Englund,NSH,D,53.02,0.13,-13.60,0.78,175,55698.00
8481567,Henry Thrun,SJS,D,53.00,0.11,-16.60,0.69,300,126098.00
8480196,Jacob Bryson,BUF,D,52.98,0.17,-22.60,0.69,240,82900.00
8479981,Jonah Gadjovich,FLA,L,52.96,0.41,-1.80,0.34,210,42590.00
8482964,Arber Xhekaj,MTL,D,52.95,0.08,-26.60,0.94,350,122842.00
8476878,Zemgus Girgensons,TBL,C,52.89,0.18,-11.40,0.63,410,114780.00
8476822,Luke Glendening,TBL,C,52.87,0.26,-7.00,0.43,385,99652.00
8480848,Ty Dellandrea,SJS,C,52.87,0.13,-25.00,0.67,340,96324.00
8480058,P.O Joseph,PIT,D,52.87,0.07,-21.60,1.67,235,86074.00
8477244,Chad Ruhwedel,NYR,D,52.85,0.34,-17.60,0.85,25,8462.00
8474673,TJ Brodie,CHI,D,52.85,0.11,-29.80,1.00,270,101298.00
8474145,Robert Bortuzzo,UTA,D,52.85,0.13,-23.00,0.00,85,22344.00
8482516,Matthew Kessel,STL,D,52.83,0.13,-31.40,0.94,145,45728.00
8481560,Arthur Kaliyev,NYR,R,52.81,0.84,-10.80,0.00,70,18834.00
8483397,Marc McLaughlin,NJD,C,52.81,0.74,-28.00,0.93,70,15466.00
8480883,Ty Smith,CAR,D,52.79,0.55,-14.40,0.55,40,13118.00
8479387,Keaton Middleton,COL,D,52.79,0.05,-25.40,0.89,205,56516.00
8482859,Zack Ostapchuk,SJS,C,52.79,0.11,-8.40,0.91,280,63298.00
8480306,Grant Hutton,NYI,D,52.77,0.14,-5.60,0.69,65,21000.00
8478043,Sam Lafferty,BUF,C,52.74,0.28,-11.00,0.51,300,71108.00
8483503,Owen Pickering,PIT,D,52.73,0.10,-29.60,0.81,125,44446.00
8483448,Isaiah George,NYI,D,52.67,0.07,-11.80,0.70,165,61960.00
8483481,Cam Lund,SJS,C,52.67,0.76,-18.80,0.47,55,15188.00
8482635,Mike Hardman,NJD,L,52.64,0.00,-19.20,0.00,10,2170.00
8477527,Ross Johnston,ANA,L,52.63,0.22,-33.40,0.48,215,44846.00
8475235,Nicolas Deslauriers,PHI,L,52.62,0.30,10.00,0.25,155,28404.00
8483489,Fraser Minten,BOS,C,52.60,0.57,-11.80,0.44,105,32818.00
8476913,Devin Shore,MIN,C,52.60,0.18,-33.60,0.88,275,57102.00
8477070,Liam O'Brien,UTA,C,52.59,0.09,-30.40,0.46,140,31238.00
8482094,Daemon Hunt,MIN,D,52.59,0.00,-23.20,7.48,5,962.00
8479341,Cam Dineen,EDM,D,52.58,0.00,-13.40,1.75,20,8250.00
8483467,Kirill Kudryavtsev,VAN,D,52.58,0.00,9.00,0.00,10,3392.00
8484180,Samuel Honzek,CGY,L,52.55,0.00,5.60,0.97,25,7436.00
8482866,Ville Ottavainen,SEA,D,52.53,0.00,-21.60,0.00,5,1728.00
8482652,Walker Duehr,SJS,R,52.50,0.45,7.40,0.00,120,25354.00
8482172,Landon Slaggert,CHI,L,52.49,0.41,-20.00,1.33,165,48738.00
8482408,Jeff Malott,LAK,L,52.47,0.00,-11.60,0.97,60,14796.00
8474870,Tyler Johnson,BOS,C,52.45,0.20,-13.80,0.00,45,14124.00
8484821,Sam Morton,CGY,C,52.39,2.90,-35.00,0.00,5,1490.00
8482747,Brennan Othmann,NYR,L,52.39,0.11,-16.80,0.27,110,26324.00
8483549,Lucas Condotta,MTL,L,52.39,0.63,-13.80,0.00,35,6890.00
8481133,Cole Reinhardt,OTT,L,52.38,0.43,-35.20,0.43,85,16732.00
8482765,Isak Rosen,BUF,R,52.35,0.31,-12.00,0.78,40,9254.00
8481754,Nikita Nesterenko,ANA,C,52.35,0.93,-23.60,0.58,100,24760.00
8482176,Wyatt Kaiser,CHI,D,52.33,0.19,-20.20,1.34,285,123920.00
8483553,Marc Gatcomb,NYI,C,52.29,0.75,-32.60,1.10,195,45804.00
8482641,Matt Kiersted,FLA,D,52.28,0.00,-26.80,0.00,10,3042.00
8475958,Michael Sgarbossa,WSH,C,52.25,2.14,-22.40,0.00,15,3362.00
8476442,Matt Nieto,PIT,L,52.23,0.15,-13.20,0.15,160,47040.00
8482067,Connor Mackey,NYR,D,52.21,0.00,-4.60,0.00,10,3870.00
8477979,Nicolas Aube-Kubel,NYR,R,52.21,0.29,-30.40,2.61,110,24872.00
8471709,Marc-Edouard Vlasic,SJS,D,52.21,0.15,-28.00,0.61,135,47386.00
8480823,Alexander Alexeyev,WSH,D,52.20,0.00,-1.80,0.93,40,15428.00
8478502,Dennis Gilbert,OTT,D,52.19,0.16,-33.00,1.18,145,36462.00
8480205,Emil Bemstrom,PIT,C,52.18,0.21,-15.80,0.51,70,13996.00
8481030,Jack St. Ivany,PIT,D,52.16,0.00,-34.60,1.35,95,37318.00
8484135,Parker Ford,WPG,C,52.16,1.53,-31.40,5.11,15,2820.00
8481806,Louis Crevier,CHI,D,52.15,0.20,-7.60,0.43,160,66376.00
8475750,Jon Merrill,MIN,D,52.12,0.12,-29.00,0.85,350,118398.00
8477887,Patrick Brown,BOS,C,52.11,0.15,-24.80,1.14,75,19018.00
8478452,Caleb Jones,LAK,D,52.10,0.00,-10.00,0.80,30,9050.00
8475857,Kevin Gravel,NSH,D,52.10,0.22,-10.00,0.00,30,12842.00
8478056,Clark Bishop,CGY,C,52.10,0.83,-37.80,1.38,30,5220.00
8481461,Corey Schueneman,STL,D,52.08,0.00,-25.20,0.00,20,6744.00
8481065,Angus Crookshank,OTT,L,52.08,0.31,-7.20,0.00,40,9440.00
8476867,Brendan Gaunce,MIN,C,52.06,0.21,-14.80,1.03,60,13960.00
8483531,Brian Halonen,NJD,L,52.04,0.00,-13.00,2.16,10,3336.00
8482470,Ilya Solovyov,CGY,D,52.04,0.31,-30.00,2.30,25,9402.00
8481562,Domenick Fensore,CAR,D,52.04,0.00,-26.40,0.00,10,4576.00
8476988,Matt Benning,SJS,D,52.03,0.00,-23.00,0.66,35,10954.00
8479388,Riley Stillman,CAR,D,52.03,0.00,-15.20,0.00,25,4308.00
8481572,Ville Heinola,WPG,D,52.02,0.00,-8.80,1.64,90,30646.00
8483398,Declan Carlile,TBL,D,52.00,0.92,-28.80,0.00,15,4682.00
8482169,Helge Grans,PHI,D,52.00,0.00,-19.20,1.38,30,10410.00
8481719,Maxwell Crozier,TBL,D,52.00,0.00,-26.80,0.00,25,10014.00
8482250,Callahan Burke,VGK,C,52.00,0.47,-33.40,0.00,35,9106.00
8480070,Ian Mitchell,BOS,D,52.00,0.00,-19.60,1.28,75,28080.00
8475755,Alexander Petrovic,DAL,D,51.99,0.00,-28.40,0.85,25,8464.00
8482663,Dylan Duke,TBL,L,51.99,2.29,-42.40,0.00,10,1886.00
8479639,Dylan Coghlan,WPG,D,51.98,0.00,-29.40,1.30,30,11054.00
8479994,Jaret Anderson-Dolan,WPG,C,51.97,0.35,-23.40,0.86,35,8346.00
8477463,Steven Santini,TBL,D,51.96,0.00,-24.00,0.00,5,1394.00
8479594,Nathan Clurman,PIT,D,51.94,0.00,-12.80,0.00,5,1330.00
8481525,Matthew Robertson,NYR,D,51.94,0.00,-14.80,1.70,10,4232.00
8482090,Jack Finley,TBL,C,51.93,0.00,-32.80,0.00,5,1010.00
8481600,Tobias Bjornfot,FLA,D,51.92,0.00,-20.20,0.33,70,22008.00
8484150,Hunter Brzustewicz,CGY,D,51.92,0.00,-17.20,3.26,5,2206.00
8479315,Joey Anderson,CHI,R,51.92,0.11,-26.20,2.15,90,26770.00
8481558,John Farinacci,BOS,C,51.92,3.28,-32.00,0.00,5,1316.00
8476624,Barclay Goodrow,SJS,C,51.91,0.21,-15.20,1.47,385,127360.00
8481206,John Ludvig,COL,D,51.90,0.00,-32.00,0.58,40,12432.00
8479576,Vincent Desharnais,SJS,D,51.89,0.00,-13.20,0.22,255,97424.00
8482775,Oliver Kapanen,MTL,C,51.88,0.00,-5.20,0.31,90,23522.00
8483017,Frederic Brunet,BOS,D,51.85,0.00,-19.80,4.17,5,1726.00
8484164,Dalibor Dvorsky,STL,R,51.83,0.00,-24.80,0.00,10,2258.00
8482101,Danil Gushchin,SJS,L,51.83,0.16,-15.40,0.00,60,17712.00
8477073,Kurtis MacDermid,NJD,L,51.82,0.00,-15.20,0.45,115,15942.00
8484186,Ryan Leonard,WSH,R,51.82,0.28,-3.00,1.88,45,15312.00
8481737,Matt Stienburg,COL,C,51.82,0.00,-27.40,0.00,40,5846.00
8478173,Hayden Hodgson,OTT,R,51.81,0.00,-24.40,0.00,10,2058.00
8482751,Ryan Winterton,SEA,C,51.81,0.18,-33.40,0.46,60,15600.00
8484152,Luca Cagnoni,SJS,D,51.81,0.00,-7.60,1.13,30,12702.00
8483569,Wyatt Aamodt,COL,D,51.81,1.05,-31.80,1.75,10,4108.00
8482206,Ethan Cardwell,SJS,R,51.81,0.52,-34.80,0.87,30,8302.00
8481486,Jimmy Schuldt,SJS,D,51.80,0.00,-29.80,0.54,40,13232.00
8477541,Dakota Mermis,TOR,D,51.77,0.39,-9.60,0.00,20,7298.00
8482102,Vasily Ponomarev,PIT,C,51.77,0.00,-34.40,2.56,35,8424.00
8478147,Bokondji Imama,PIT,L,51.76,0.40,-35.60,0.00,80,10878.00
8480828,Michael Callahan,BOS,D,51.76,0.15,-30.60,0.25,85,28852.00
8484779,Jett Luchanko,PHI,C,51.75,0.00,5.40,1.07,20,6746.00
8479718,Alex Barr-Boulet,MTL,C,51.75,0.00,6.20,2.95,10,2438.00
8485512,Tim Washe,ANA,C,51.75,0.00,-16.40,0.00,10,1856.00
8484255,Jason Polin,COL,R,51.75,0.00,-24.40,0.00,10,1244.00
8481147,Reese Johnson,MIN,C,51.74,0.00,-30.80,0.00,15,3430.00
8482192,Isaak Phillips,CHI,D,51.74,1.01,-24.40,0.00,15,4282.00
8474709,Matt Martin,NYI,L,51.73,0.18,-34.60,0.66,160,32828.00
8483424,Owen Beck,MTL,C,51.73,0.00,-28.00,0.50,60,14376.00
8481564,Ryan Johnson,BUF,D,51.72,0.00,-13.60,0.00,15,6360.00
8484210,Gabe Perreault,NYR,R,51.72,0.00,-13.20,0.83,25,8662.00
8478477,Mitchell Stephens,SEA,C,51.72,0.33,-32.80,0.23,140,30998.00
8482712,Oskar Olausson,COL,R,51.71,0.00,-30.80,0.00,10,1634.00
8484234,Aydar Suniev,CGY,L,51.71,0.00,-11.20,0.00,5,1776.00
8482133,Thomas Bordeleau,SJS,C,51.71,0.00,-16.40,0.00,5,1276.00
8480075,Cameron Crotty,MIN,D,51.70,0.00,-15.60,0.00,5,616.00
8483482,Tristan Luneau,ANA,D,51.68,0.00,-24.60,0.60,30,11920.00
8481536,Daniil Misyul,NJD,D,51.66,0.00,-31.60,0.00,5,1486.00
8479705,Jeffrey Viel,BOS,L,51.65,0.00,-29.60,3.12,25,4614.00
8482153,Brendan Brisson,VGK,C,51.65,0.00,-34.80,0.68,45,10656.00
8479543,Michael Pezzetta,MTL,L,51.65,0.00,-25.60,0.81,125,17802.00
8480874,Adam Ginning,PHI,D,51.65,0.00,-41.60,0.00,5,1536.00
8480259,Ben Jones,MIN,C,51.65,0.00,-31.80,0.55,130,26152.00
8481576,Ryan Suzuki,CAR,C,51.65,0.00,-22.00,0.00,10,1582.00
8477034,Jaycob Megna,FLA,D,51.64,0.00,-30.80,0.47,40,15456.00
8479362,Riley Tufte,BOS,L,51.64,0.00,-34.00,0.00,30,6620.00
8479335,Rasmus Asplund,FLA,C,51.64,0.00,-26.40,5.04,30,5710.00
8482072,Jack Ahcan,COL,D,51.63,0.00,-29.00,0.00,10,3790.00
8480007,Jonas Rondbjerg,VGK,R,51.63,0.00,2.60,1.44,65,15016.00
8485483,Karsen Dorwart,PHI,L,51.63,0.00,-14.00,0.00,25,6588.00
8481541,Samuel Bolduc,NYI,D,51.63,0.00,-27.20,0.00,5,712.00
8478454,Noah Juulsen,VAN,D,51.62,0.00,-29.40,1.26,175,68420.00
8476329,Travis Boyd,MIN,C,51.62,0.00,-38.00,0.00,15,2810.00
8483450,Ryan Greene,CHI,C,51.62,0.00,-39.80,0.00,10,3168.00
8475825,Jani Hakanp,TOR,D,51.62,0.00,-35.60,0.00,10,3380.00
8482715,Ryan Ufko,NSH,D,51.62,0.00,-36.00,0.00,5,1874.00
8477462,Robert Hagg,VGK,D,51.62,0.00,-24.40,0.00,10,2674.00
8484406,Ty Mueller,VAN,C,51.61,0.00,-34.80,0.00,10,2470.00
8479533,Joona Koppanen,PIT,L,51.60,0.24,-30.60,0.00,55,17666.00
8480032,Shane Bowers,NJD,C,51.60,0.00,-11.60,1.82,20,3962.00
8482507,Chase Bradley,COL,L,51.60,0.00,-28.00,0.00,10,1338.00
8477947,Sonny Milano,WSH,L,51.60,0.00,-30.40,0.00,15,2596.00
8482802,Carter Mazur,DET,L,51.60,0.00,-10.00,0.00,5,140.00
8479746,Tye Felhaber,COL,L,51.59,0.00,-30.80,2.18,25,3310.00
8483570,Ben Meyers,SEA,C,51.59,0.00,-33.60,0.90,40,8018.00
8476952,Dominic Toninato,WPG,C,51.59,0.00,-29.20,0.00,25,4958.00
8481422,Jake Lucchini,NSH,C,51.58,0.00,-39.80,0.00,15,4136.00
8478400,Colin White,SJS,C,51.58,0.00,-31.60,0.00,15,2630.00
8482744,James Malatesta,CBJ,L,51.58,0.00,-45.20,2.84,10,2536.00
8479249,Andrew Poturalski,SJS,C,51.58,0.00,-17.00,0.00,15,5204.00
8478476,Kyle Capobianco,DAL,D,51.57,0.00,-45.20,5.27,5,1366.00
8485105,Nikita Prishchepov,COL,C,51.57,0.00,-29.60,0.00,50,7640.00
8483733,Nikita Grebenkin,TOR,R,51.57,0.00,-11.60,0.98,35,7348.00
8478017,Mark Friedman,VAN,D,51.56,0.00,-14.00,1.71,25,8438.00
8484241,Matthew Wood,NSH,R,51.56,0.35,-11.80,1.73,30,8338.00
8485511,Quinn Hutson,EDM,R,51.56,0.00,-30.40,0.00,10,3222.00
8483512,Matt Savoie,EDM,C,51.56,0.48,-9.80,1.20,20,6008.00
8482131,Donovan Sebrango,OTT,D,51.55,0.00,-32.80,0.00,10,2474.00
8484768,Zayne Parekh,CGY,D,51.55,1.75,-13.00,0.00,5,2462.00
8481848,Jacob Gaucher,PHI,C,51.54,0.00,-32.40,2.04,20,3524.00
8480844,Grigori Denisenko,VGK,L,51.54,0.00,-30.40,0.00,5,1014.00
8483538,Owen Sillinger,CBJ,C,51.54,0.00,-44.20,4.56,5,1578.00
8477839,Conor Sheary,TBL,L,51.53,0.00,-12.20,0.00,25,6800.00
8482829,Michael Milne,MIN,L,51.52,0.00,-40.00,0.00,5,788.00
8479328,Julien Gauthier,NYI,R,51.52,0.00,-42.80,0.00,5,924.00
8481462,Mason Morelli,VGK,L,51.52,0.00,-46.80,0.00,5,902.00
8483461,Devin Kaplan,PHI,R,51.52,0.00,-34.80,0.00,5,1464.00
8484901,Jacob Quillan,TOR,C,51.52,0.00,-50.00,0.00,5,642.00
8480890,Jan Jenik,OTT,C,51.52,0.00,-46.00,0.00,10,1846.00
8477149,Scott Sabourin,SJS,R,51.52,0.00,-48.40,0.00,5,1254.00
8481093,Rafael Harvey-Pinard,MTL,L,51.52,0.00,-43.20,0.00,5,1068.00
8482178,Ian Moore,ANA,D,51.52,0.00,-30.80,0.00,15,4910.00
8482874,Jacob Melanson,SEA,R,51.51,0.00,-32.80,6.07,5,1186.00
8485469,Jack Williams,CBJ,R,51.51,0.00,-35.20,5.38,5,1338.00
8478465,Guillaume Brisebois,VAN,D,51.51,0.00,-34.20,1.27,15,5690.00
8481594,Nathan Lgar,NJD,R,51.51,0.00,-28.00,0.00,15,3844.00
8482213,Riley Duran,BOS,C,51.49,0.00,-6.00,0.00,10,3054.00
8483500,Noah Ostlund,BUF,C,51.49,0.00,-12.20,1.42,40,10120.00
8479942,Dominik Shine,DET,R,51.48,0.00,-29.60,2.31,45,9336.00
8480853,Liam Foudy,NYI,C,51.48,0.00,-45.20,4.03,10,1788.00
8482103,Ozzy Wiesblatt,NSH,C,51.48,0.43,-35.60,0.00,25,6660.00
8479419,Brett Murray,BUF,L,51.47,0.00,-45.20,2.53,15,2848.00
8483395,Arshdeep Bains,VAN,L,51.45,0.26,-12.80,0.44,65,16386.00
8481591,Sam Poulin,PIT,R,51.44,0.00,-28.00,1.70,35,8462.00
8481518,Nolan Foote,NJD,L,51.44,0.00,-27.20,0.87,35,8252.00
8477384,Joshua Brown,EDM,D,51.42,0.00,-15.60,0.00,50,15132.00
8479379,Givani Smith,COL,R,51.41,0.00,-41.40,1.46,65,9868.00
8482623,Josh Dunne,BUF,C,51.38,0.00,-46.40,0.00,10,1702.00
8475780,Chris Wagner,COL,R,51.37,0.18,-8.00,0.30,140,23840.00
8480825,Patrick Giles,SJS,R,51.32,0.23,-24.60,0.38,85,18832.00
8476391,T.J. Tynan,COL,C,51.30,0.00,-9.20,0.00,45,8486.00
8479368,Max Jones,EDM,L,51.29,0.25,-36.00,0.25,130,29268.00
8479465,Drake Caggiula,EDM,L,51.24,0.47,-38.40,0.00,35,6132.00
8478021,William Lagesson,DET,D,51.15,0.00,-18.00,0.00,35,12238.00
8481712,Matj  Blmel,DAL,R,51.09,0.61,-10.20,1.02,35,7084.00
8476960,Andreas Athanasiou,CHI,C,51.08,0.45,-16.60,1.50,40,9626.00
8480851,Akil Thomas,LAK,C,51.07,0.24,17.00,0.24,125,29742.00
8476425,Joseph LaBate,CBJ,C,51.05,0.00,-34.00,0.00,30,6556.00
8482749,Joshua Roy,MTL,R,51.02,0.54,-13.80,1.36,60,15866.00
8481534,Raphael Lavoie,VGK,C,50.86,0.00,8.60,0.00,45,10888.00
8483471,Brad Lambert,WPG,C,50.81,0.00,-12.20,0.00,25,6964.00
8484938,Arttu Hyry,DAL,R,50.75,0.53,-36.00,1.32,25,5450.00
8479550,Tanner Laczynski,VGK,C,50.72,0.52,-8.80,0.00,40,8256.00
8484829,Justin Hryckowian,DAL,C,50.40,0.61,-30.40,0.00,25,4728.00
8484976,Jere Innala,COL,L,50.36,0.00,10.00,0.49,85,14586.00
8475766,Austin Watson,DET,L,50.35,1.06,-14.00,0.59,65,12252.00
8479423,Alex Nylander,TOR,L,50.32,0.00,10.80,1.21,25,5932.00
8480291,Skyler Brind'Amour,CAR,C,50.24,1.09,-32.00,0.00,10,3980.00
8483465,Joakim Kemell,NSH,R,50.19,0.00,18.20,0.00,10,2482.00
8478408,Travis Dermott,MIN,D,50.00,0.00,8.60,0.77,95,27982.00
